Supplier_Reliability,Equipment_Height,Equipment_Width,Equipment_Weight,Equipment_Value,Base_Transport_Fee,Location_State,Location_Zip,Order_Year,Order_Month,Order_Day,Order_Dow,Order_Quarter,Delivery_Year,Delivery_Month,Delivery_Day,Delivery_Dow,Delivery_Quarter,Delivery_Time,Equipment_Area,Equipment_Density,Equipment_Cost_per_Area,Equipment_Cost_per_Weight,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Unknown,Equipment_Type_Wood,CrossBorder_Shipping_Yes,Urgent_Shipping_Yes,Installation_Service_Yes,Transport_Method_Roadways,Transport_Method_Unknown,Transport_Method_Waterways,Fragile_Equipment_Yes,Hospital_Info_Working Class,Rural_Hospital_Unknown,Rural_Hospital_Yes,Location_Is_Military_Yes,Transport_Cost,Transport_Cost_Log,Target_Shift_Value
0.56,29.0,8.0,10931.0,14.11,32.52,46,2277,2017,6,7,2,2,2017,6,11,6,2,4,232.0,47.116379310344826,0.06081896551724138,0.0012908242612752721,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,557.06,13.285743777729534,588184.2
0.74,20.0,7.0,5480.0,38.68,76.74,20,1788,2017,3,21,1,1,2017,3,25,5,1,4,140.0,39.142857142857146,0.2762857142857143,0.007058394160583942,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,1358.62,13.287104330378424,588184.2
0.89,9.0,4.0,2438.0,3.4,20.78,51,2174,2019,6,20,3,2,2019,6,20,3,2,0,36.0,67.72222222222223,0.09444444444444444,0.001394585726004922,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,541.99,13.285718180462444,588184.2
0.62,32.0,10.0,29574.0,62.35,70.32,7,3045,2018,4,19,3,2,2018,4,19,3,2,0,320.0,92.41875,0.19484375,0.0021082707783864206,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1917.62,13.288052071884884,588184.2
0.81,46.0,10.0,55040.0,206.75,73.21,16,2679,2015,5,28,3,2,2015,5,30,5,2,2,460.0,119.65217391304348,0.4494565217391304,0.003756359011627907,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,-4959.93,13.27632878864185,588184.2
0.460924541128484,33.0,13.24457077920697,5995.0,13.32,80.87,5,589,2017,3,12,6,1,2017,3,16,3,1,4,437.07083571383004,13.71631211725414,0.030475609241338637,0.0022218515429524603,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,-1723.86,13.281862028449543,588184.2
0.07,14.0,8.0,4760.0,9.48,20.86,50,1663,2015,11,27,4,4,2015,11,29,6,4,2,112.0,42.5,0.08464285714285714,0.0019915966386554623,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,231.05,13.285189884595235,588184.2
0.64,15.0,7.15885933611646,1184.0,5.69,17.32,22,5245,2019,3,28,3,1,2019,3,28,3,1,0,107.38289004174689,11.025965119207541,0.052987957371867324,0.004805743243243244,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,428.82,13.285525933729913,588184.2
0.68,25.0,9.0,880.0,5.46,10.05,18,939,2019,8,10,5,3,2019,8,12,0,3,2,225.0,3.911111111111111,0.024266666666666666,0.006204545454545455,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,322.33,13.285345000842751,588184.2
0.48,26.186332307235325,12.0,155036.11250048375,20.34,77.74,8,2325,2015,4,27,0,2,2015,4,30,3,2,3,314.23598768682393,493.3747838423807,0.0647284232138026,0.00013119524007631792,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,945.79,13.286403831795814,588184.2
0.13,34.0,15.0,1680232.0,3010.52,29.79,36,5168,2015,7,25,5,3,2015,7,25,5,3,0,510.0,3294.572549019608,5.902980392156863,0.0017917287612663013,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,27815.73,13.331003752254777,588184.2
0.96,13.0,6.0,21903.0,159.11,70.58,50,2283,2016,10,25,1,4,2016,10,27,3,4,2,78.0,280.8076923076923,2.0398717948717953,0.0072643016938318955,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2198.18,13.288527401465666,588184.2
0.2,11.887909343752494,4.0,71.0,6.27,17.4,6,718,2019,3,26,1,1,2019,3,30,5,1,4,47.551637375009975,1.4931136743003712,0.13185665827976517,0.08830985915492957,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,159.47,13.28506822861759,588184.2
0.22,3.0,2.0,23.0,3.32,23.36,13,4274,2017,6,21,2,2,2017,6,21,2,2,0,6.0,3.8333333333333335,0.5533333333333333,0.1443478260869565,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,174.99,13.285094607364766,588184.2
0.16,18.0,10.0,581.0,3.74,22.93,41,4021,2015,1,4,6,1,2015,1,8,3,1,4,180.0,3.227777777777778,0.02077777777777778,0.006437177280550775,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,141.63,13.285037905795967,588184.2
0.05,4.0,3.4405742554197962,804.0,6.36,22.3,13,2402,2016,9,8,3,3,2016,9,9,4,3,1,13.762297021679185,58.420480151931876,0.4621321564257298,0.00791044776119403,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,207.44,13.285149759133567,588184.2
0.62,20.0,9.0,14995.0,50.32,73.16,17,5066,2019,4,30,1,2,2019,5,1,2,2,1,180.0,83.30555555555556,0.27955555555555556,0.003355785261753918,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,1499.45,13.287343181464964,588184.2
0.46,26.0,10.0,8275.0,13.11,50.4,16,4855,2018,8,20,0,3,2018,8,21,1,3,1,260.0,31.826923076923077,0.05042307692307692,0.0015842900302114804,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,721.91,13.286023742216885,588184.2
0.02,20.0,6.0,4076.0,5.77,17.88,46,4774,2018,6,24,6,2,2018,6,26,1,2,2,120.0,33.96666666666667,0.04808333333333333,0.0014156035328753678,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,222.19,13.285174827113895,588184.2
0.63,8.0,4.0,5228.0,8.7,68.79,29,1226,2016,3,28,0,1,2016,3,29,1,1,1,32.0,163.375,0.271875,0.001664116296863045,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,909.54,13.286342298595361,588184.2
0.88,5.0,5.0,32.0,6.89,14.15,27,3186,2017,5,18,3,2,2017,5,20,5,2,2,25.0,1.28,0.2756,0.2153125,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,412.91,13.28549890376718,588184.2
0.98,12.0,7.0,478.0,3.99,14.35,50,391,2015,4,19,6,2,2015,4,20,0,2,1,84.0,5.690476190476191,0.0475,0.008347280334728034,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,445.66,13.285554542900845,588184.2
0.81,42.262839849621486,21.0,103667.0,372.46,80.56,4,3954,2016,7,11,0,3,2016,7,15,4,3,4,887.5196368420512,116.80530288756783,0.41966395394391187,0.003592850183761467,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5621.73,13.294309511839856,588184.2
0.01,9.0,4.0,41.0,4.19,16.75,48,50,2015,1,10,5,1,2015,1,10,5,1,0,36.0,1.1388888888888888,0.1163888888888889,0.10219512195121952,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,105.16,13.284975914520773,588184.2
0.98,23.0,12.0,384282.0,3558.24,26.41,52,2409,2018,10,18,3,4,2018,10,22,0,4,4,276.0,1392.3260869565217,12.892173913043477,0.009259450091339173,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,20565.21,13.319163626890003,588184.2
0.17,27.0,16.0,775329.0,1500.49,62.11,38,1100,2019,3,27,2,1,2019,3,27,2,1,0,432.0,1794.7430555555557,3.4733564814814817,0.0019352945652748705,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,2681.18,13.28934517945517,588184.2
0.83,25.0,15.0,24297.0,97.37,43.51,48,3004,2018,7,1,6,3,2018,7,2,0,3,1,375.0,64.792,0.25965333333333335,0.00400749063670412,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,16646.45,13.312705433827428,588184.2
0.57,14.0,8.0,2470.0,18.1,11.23,22,3123,2017,11,3,4,4,2017,11,7,1,4,4,112.0,22.053571428571427,0.16160714285714287,0.0073279352226720655,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,237.73,13.28520123703848,588184.2
0.75,31.511803391974095,15.0,737276.0,473.64,84.64,17,3111,2015,9,9,2,3,2015,9,12,5,3,3,472.67705087961144,1559.7880172688574,1.0020372241863584,0.0006424188499286563,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,12242.58,13.305397646824957,588184.2
0.09,7.0,4.0,145.0,4.12,16.83,43,2676,2017,10,16,0,4,2017,10,20,4,4,4,28.0,5.178571428571429,0.14714285714285716,0.028413793103448277,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,114.74,13.28499219886376,588184.2
0.79,23.0,8.0,152855.0,647.77,88.79,2,1535,2016,11,28,0,4,2016,11,29,1,4,1,184.0,830.7336956521739,3.5204891304347825,0.004237807072061758,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,-19151.67,13.251694639316046,588184.2
0.460924541128484,9.0,5.0,196.0,3.34,24.39,28,1674,2019,7,29,0,3,2019,7,31,2,3,2,45.0,4.355555555555555,0.07422222222222222,0.017040816326530612,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,343.32,13.285380666700227,588184.2
0.21,12.0,6.152957500156778,28982.0,58.11,53.5,1,3796,2018,1,7,6,1,2018,1,8,0,1,1,73.83549000188134,392.52126584737954,0.7870199005724665,0.0020050376095507557,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,481.49,13.285615411115531,588184.2
0.460924541128484,19.0,11.0,330.0,4.94,13.41,35,4870,2018,6,6,2,2,2018,6,8,4,2,2,209.0,1.5789473684210527,0.02363636363636364,0.014969696969696971,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,185.33,13.285112181478919,588184.2
0.9,6.0,5.0,386.0,6.57,22.06,26,77,2015,8,31,0,3,2015,9,2,2,3,2,30.0,12.866666666666667,0.219,0.017020725388601037,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,-635.1,13.283716797960354,588184.2
0.14,15.0,8.0,159638.0,265.28,28.56,0,494,2016,4,7,3,2,2016,4,8,4,2,1,120.0,1330.3166666666666,2.2106666666666666,0.001661759731392275,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,598.57,13.285814281478851,588184.2
0.48,29.0,7.0,2516.0,11.88,15.31,39,129,2015,4,27,0,2,2015,4,30,3,2,3,203.0,12.394088669950738,0.05852216748768473,0.004721780604133545,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,255.81,13.285231962765367,588184.2
0.74,21.0,12.0,667237.1523072909,1906.22,61.53,27,4577,2017,3,14,1,1,2017,3,16,3,1,2,252.0,2647.766477409885,7.564365079365079,0.002856885281954601,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,-3571.53,13.278706514895985,588184.2
0.34,8.0,4.793811706452507,5153.0,8.92,97.79,14,1708,2017,3,6,0,1,2017,3,7,1,1,1,38.350493651620056,134.36593663722812,0.2325915301385746,0.001731030467688725,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,-648.1,13.283694671942811,588184.2
0.82,22.0,7.0,7554.0,37.23,28.02,42,3204,2018,3,22,3,1,2018,3,26,0,1,4,154.0,49.05194805194805,0.24175324675324672,0.004928514694201747,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,736.02,13.28604770156587,588184.2
0.36,9.0,4.0,354.0,4.48,22.27,7,3153,2016,7,5,1,3,2016,7,9,5,3,4,36.0,9.833333333333334,0.12444444444444445,0.01265536723163842,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,230.31,13.285188626981318,588184.2
0.42,22.0,10.0,1812.0,10.0,19.57,32,246,2019,7,27,5,3,2019,7,30,1,3,3,220.0,8.236363636363636,0.045454545454545456,0.005518763796909493,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,338.69,13.285372799590895,588184.2
0.62,27.977490703877447,13.0,27638.0,31.65,41.76,15,5044,2019,5,25,5,2,2019,5,25,5,2,0,363.7073791504068,75.98965977693469,0.08702050553368489,0.0011451624574860698,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,1841.72,13.287923441959661,588184.2
0.09,12.0,7.0,439.0,5.61,15.71,8,4409,2019,7,8,0,3,2019,7,8,0,3,0,84.0,5.226190476190476,0.0667857142857143,0.012779043280182234,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,169.7,13.28508561623336,588184.2
0.37,37.0,10.0,16551.0,28.28,38.46,49,4618,2018,3,25,6,1,2018,3,28,2,1,3,370.0,44.73243243243243,0.07643243243243243,0.001708658087124645,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,872.43,13.286279301650387,588184.2
0.64,29.0,22.0,94774.0,517.01,75.64,5,1102,2018,5,27,6,2,2018,5,30,2,2,3,638.0,148.5485893416928,0.8103605015673981,0.005455188131766096,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7884.16,13.29811231511527,588184.2
0.18,21.0,8.0,96472.0,181.77,57.08,1,3318,2016,4,12,1,2,2016,4,16,5,2,4,168.0,574.2380952380952,1.0819642857142857,0.0018841736462393234,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,743.22,13.286059927235014,588184.2
0.11,19.0,7.0,66.0,6.79,19.01,7,4305,2019,5,31,4,2,2019,6,1,5,2,1,133.0,0.49624060150375937,0.05105263157894737,0.10287878787878788,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,138.0,13.285031735737059,588184.2
0.57,32.0,15.0,8542.0,28.16,88.68,1,1247,2015,12,30,2,4,2015,12,30,2,4,0,480.0,17.795833333333334,0.058666666666666666,0.0032966518379770548,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,1604.67,13.28752159990215,588184.2
0.59,24.0,11.0,376200.0,533.78,36.23,50,17,2017,10,12,3,4,2017,10,15,6,4,3,264.0,1425.0,2.0218939393939395,0.0014188729399255715,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,5134.15,13.293488065906711,588184.2
0.38,20.0,9.0,325309.0,1018.88,75.46,50,2801,2016,9,18,6,3,2016,9,22,3,3,4,180.0,1807.2722222222221,5.660444444444445,0.00313203753969303,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,3538.89,13.290795741035282,588184.2
0.47,6.0,5.0,-77190.46034842258,4.76,20.32,13,5335,2015,11,17,1,4,2015,11,18,2,4,1,30.0,-2573.015344947419,0.15866666666666665,-6.166565115059937e-05,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,199.21,13.285135771777169,588184.2
0.28,12.0,7.0,281.0,5.03,23.6,1,757,2015,5,10,6,2,2015,5,10,6,2,0,84.0,3.3452380952380953,0.05988095238095238,0.017900355871886122,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,192.13,13.285123738755088,588184.2
0.18,23.0,10.0,14363.0,8.16,83.97,16,2750,2018,4,22,6,2,2018,4,25,2,2,3,230.0,62.447826086956525,0.035478260869565216,0.0005681264359813409,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,531.42,13.285700226314805,588184.2
0.33,25.0,9.0,274.0,6.45,20.8,50,2456,2015,10,1,3,4,2015,10,4,6,4,3,225.0,1.2177777777777778,0.028666666666666667,0.02354014598540146,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,239.81,13.285204771904676,588184.2
0.43,10.0,5.0,-76682.64141432548,3.37,20.62,40,192,2015,11,26,3,4,2015,11,28,5,4,2,50.0,-1533.6528282865097,0.0674,-4.394736459052691e-05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,224.44,13.285178650987858,588184.2
0.32,25.0,10.0,28714.0,103.69,70.06,43,124,2015,3,1,6,1,2015,3,4,2,1,3,250.0,114.856,0.41476,0.0036111304590095423,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,801.93,13.286159611800768,588184.2
0.8,46.0,14.0,6333.0,30.62,62.93,52,2391,2016,10,26,2,4,2016,10,28,4,4,2,644.0,9.833850931677018,0.047546583850931676,0.004834991315332386,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,3467.74,13.290675491954419,588184.2
0.460924541128484,15.463920109028635,6.0,182.0,4.01,16.92,44,3404,2016,1,3,6,1,2016,1,4,0,1,1,92.78352065417181,1.9615552278767379,0.0432188816691523,0.022032967032967032,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,-115.86,13.284600145098207,588184.2
0.460924541128484,35.0,6.0,181579.0,633.22,54.85,31,2926,2015,10,22,3,4,2015,10,25,6,4,3,210.0,864.6619047619048,3.0153333333333334,0.003487297539913757,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,19033.53,13.316644351096377,588184.2
0.55,3.0,3.0,70.0,4.2,11.14,53,5338,2015,12,20,6,4,2015,12,23,2,4,3,9.0,7.777777777777778,0.4666666666666667,0.060000000000000005,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,201.16,13.285139085931547,588184.2
0.17,42.0,24.0,50787.0,70.72,44.84,0,1804,2019,1,18,4,1,2019,1,18,4,1,0,1008.0,50.38392857142857,0.07015873015873016,0.0013924823281548427,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,887.41,13.286304731776008,588184.2
0.78,9.0,4.0,147.0,5.98,24.9,29,439,2018,10,31,2,4,2018,11,4,6,4,4,36.0,4.083333333333333,0.16611111111111113,0.04068027210884354,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,351.95,13.285395330283102,588184.2
0.76,18.0,10.0,2770.0,23.68,15.29,9,3266,2017,4,2,6,2,2017,4,6,3,2,4,180.0,15.38888888888889,0.13155555555555556,0.008548736462093863,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,451.09,13.285563767654972,588184.2
0.19,6.0,4.0,102.0,5.79,21.55,49,2280,2017,12,26,1,4,2017,12,27,2,4,1,24.0,4.25,0.24125,0.05676470588235294,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,152.5,13.285056381750199,588184.2
0.46,33.0,11.0,8437.0,14.07,58.69,6,1890,2015,3,2,0,1,2015,3,5,3,1,3,363.0,23.242424242424242,0.0387603305785124,0.0016676543795187864,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,848.53,13.286238727547538,588184.2
0.6,56.0,34.0,26793635.0,47062.62,95.25,9,5082,2017,6,22,3,2,2017,6,24,5,2,2,1904.0,14072.287289915967,24.71776260504202,0.001756485075653229,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,1163684.22,14.376194015737358,588184.2
0.460924541128484,20.0,15.0,1742295.5477915148,5504.54,88.76,32,3007,2019,5,15,2,2,2019,5,15,2,2,0,300.0,5807.651825971716,18.348466666666667,0.0031593606532355554,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,33344.73,13.339939346456383,588184.2
0.52,25.0,14.0,483.0,6.47,11.07,11,4055,2019,1,24,3,1,2019,1,28,0,1,4,350.0,1.38,0.018485714285714286,0.013395445134575568,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,283.19,13.285278491410656,588184.2
0.34,17.251695039179786,7.0,2059.0,6.64,23.11,7,1463,2018,5,25,4,2,2018,5,27,6,2,2,120.7618652742585,17.050084439519622,0.05498424510850427,0.0032248664400194266,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,-357.66,13.284188884540379,588184.2
0.3,14.0,6.0,47564.0,114.61,36.25,4,4800,2017,6,25,6,2,2017,6,28,2,2,3,84.0,566.2380952380952,1.364404761904762,0.002409595492389202,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,462.5,13.285583151253318,588184.2
0.57,7.0,5.0,-66938.07946834568,41.61,28.46,7,4177,2017,10,1,6,4,2017,10,3,1,4,2,35.0,-1912.516556238448,1.1888571428571428,-0.0006216192685910109,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,-537.6,13.283882727489017,588184.2
0.02,15.0,6.0,1154.0,4.51,23.85,39,3540,2016,7,17,6,3,2016,7,18,0,3,1,90.0,12.822222222222223,0.050111111111111106,0.003908145580589255,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,183.08,13.285108357350776,588184.2
0.47,5.0,3.7783596929988237,45.0,4.41,19.45,23,4270,2017,7,10,0,3,2017,7,14,4,3,4,18.891798464994118,2.3819860286665415,0.23343463080932106,0.098,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,244.17,13.2852121814875,588184.2
0.63,8.0,5.0,380.0,6.78,23.63,52,1555,2015,11,26,3,4,2015,11,28,5,4,2,40.0,9.5,0.1695,0.017842105263157895,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,369.93,13.2854258801394,588184.2
0.56,28.0,10.0,17479.0,64.67,37.59,13,912,2018,5,28,0,2,2018,6,1,4,2,4,280.0,62.425,0.23096428571428573,0.0036998684135248015,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,1099.94,13.286665454149675,588184.2
0.39,25.0,10.0,23399.0,40.28,34.98,22,46,2016,8,7,6,3,2016,8,9,1,3,2,250.0,93.596,0.16112,0.00172144108722595,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,511.46,13.285666321482337,588184.2
0.38,17.0,6.0,278.0,3.59,13.45,43,4760,2017,9,2,5,3,2017,9,4,0,3,2,102.0,2.7254901960784315,0.03519607843137255,0.0129136690647482,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,156.75,13.285063605466526,588184.2
0.28,16.0,8.0,349.0,3.21,18.64,8,258,2019,7,6,5,3,2019,7,9,1,3,3,128.0,2.7265625,0.025078125,0.009197707736389685,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,160.73,13.28507037021709,588184.2
0.460924541128484,15.46364962785212,6.0,2003.0,8.62,11.78,14,5114,2016,11,15,1,4,2016,11,16,2,4,1,92.78189776711272,21.588262885370504,0.09290605395501433,0.004303544682975537,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,173.69,13.285092397831459,588184.2
0.94,23.0,11.0,10751.0,32.18,38.54,19,1271,2016,7,23,5,3,2016,7,27,2,3,4,253.0,42.49407114624506,0.12719367588932806,0.0029932099339596316,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,1813.35,13.287875358251764,588184.2
0.87,3.0,2.0,15.0,6.49,21.79,14,3024,2016,4,9,5,2,2016,4,10,6,2,1,6.0,2.5,1.0816666666666668,0.4326666666666667,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,398.44,13.285474319627983,588184.2
0.28,45.0,21.0,16007003.0,25427.96,73.98,52,4688,2016,3,14,0,1,2016,3,16,2,1,2,945.0,16938.627513227515,26.90789417989418,0.0015885522105543429,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,59324.05,13.380888358168075,588184.2
0.47,26.0,8.0,16443.0,56.75,53.88,3,4625,2019,4,29,0,2,2019,4,29,0,2,0,208.0,79.05288461538461,0.27283653846153844,0.0034513166697074742,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,-1135.16,13.282865342195652,588184.2
0.12,6.0,5.0,2420.0,4.33,16.69,49,2929,2018,1,9,1,1,2018,1,13,5,1,4,30.0,80.66666666666667,0.14433333333333334,0.0017892561983471075,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,189.77,13.285119727715552,588184.2
0.92,36.0,12.0,4260.0,12.76,13.29,44,1234,2018,1,2,1,1,2018,1,2,1,1,0,432.0,9.86111111111111,0.029537037037037035,0.002995305164319249,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,1356.49,13.287100717408912,588184.2
0.29,9.0,5.0,104.0,3.66,14.06,29,4369,2015,7,5,6,3,2015,7,7,1,3,2,45.0,2.311111111111111,0.08133333333333334,0.035192307692307696,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,125.24,13.285010046743023,588184.2
0.460924541128484,34.0,11.0,1867.0,7.96,18.5,2,316,2016,4,6,2,2,2016,4,9,5,2,3,374.0,4.991978609625669,0.021283422459893047,0.0042635243706480985,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,679.21,13.285951232397633,588184.2
0.3,21.0,9.349199353214487,509543.5739423899,1637.85,58.43,25,3317,2017,12,25,0,4,2017,12,27,2,4,2,196.33318641750424,2595.300281323001,8.342196395249744,0.0032143472781489316,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2894.27,13.289705754353434,588184.2
0.460924541128484,4.0,4.0,-109106.72709202986,6.44,14.8,35,3300,2016,4,10,6,2,2016,4,12,1,2,2,16.0,-6819.170443251866,0.4025,-5.902477483874994e-05,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,458.89,13.285577018534088,588184.2
0.44,35.0,16.0,707.0,4.71,19.44,44,728,2017,7,22,5,3,2017,7,23,6,3,1,560.0,1.2625,0.008410714285714285,0.006661951909476662,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,269.99,13.285256060047693,588184.2
0.25,12.0,8.0,414.0,4.04,18.8,3,1849,2018,7,1,6,3,2018,7,5,3,3,4,96.0,4.3125,0.042083333333333334,0.009758454106280193,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,167.4,13.285081707020579,588184.2
0.28,23.0,12.0,7055.0,21.45,78.69,13,1738,2016,1,4,0,1,2016,1,7,3,1,3,276.0,25.56159420289855,0.07771739130434782,0.0030403968816442237,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,686.05,13.285962847907347,588184.2
0.01,23.0,9.0,7768.0,16.46,33.19,13,1980,2019,6,14,4,2,2019,6,17,0,2,3,207.0,37.52657004830918,0.0795169082125604,0.0021189495365602474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,229.63,13.285187471334702,588184.2
0.27,3.0,2.0,41.0,3.51,24.15,13,1278,2016,5,15,6,2,2016,5,17,1,2,2,6.0,6.833333333333333,0.585,0.08560975609756097,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,192.72,13.285124741512458,588184.2
0.4,10.0,4.0,216.0,5.65,11.5,23,2759,2017,3,17,4,1,2017,3,21,1,1,4,40.0,5.4,0.14125000000000001,0.02615740740740741,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,148.89,13.285050245799578,588184.2
0.47,3.0,2.0,14.0,3.81,13.37,38,256,2018,7,16,0,3,2018,7,17,1,3,1,6.0,2.3333333333333335,0.635,0.27214285714285713,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,123.47,13.285007038122842,588184.2
0.36,9.0,5.0,63.0,4.3,11.28,9,384,2016,6,27,0,2,2016,6,29,2,2,2,45.0,1.4,0.09555555555555555,0.06825396825396825,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,-112.03,13.284606657914411,588184.2
